cdscod,cds,year,adcod,ad,num_iscritti,num_sup,ratio
E2003P,"[E2003P] COMUNICAZIONE E PSICOLOGIA",2017,E2004P029,"[E2004P029] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI",2,0,0.0
E2003P,"[E2003P] COMUNICAZIONE E PSICOLOGIA",2017,E2004P038,"[E2004P038] WEB MARKETING",1,1,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P008,"[E2004P008] APPRENDIMENTO, PENSIERO E DECISIONE",1,0,0.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P009,"[E2004P009] PSICOLINGUISTICA",1,0,0.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P013,"[E2004P013] PSICOLOGIA DELL'ARTE",38,20,52.6315789473684
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P018,"[E2004P018] ANALISI E INTERVENTO NEI CONTESTI ORGANIZZATIVI",26,26,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P019,"[E2004P019] COMUNICAZIONE AUDIOVISIVA",12,12,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P024,"[E2004P024] PUBBLICITA'",35,35,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2016,E2004P041,"[E2004P041] MALATTIA, SCIENZA, SOCIETA': UN PERCORSO FRA CINEMA E STORIA",6,6,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2001R006,"[E2001R006] ESTETICA",1,0,0.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P008,"[E2004P008] APPRENDIMENTO, PENSIERO E DECISIONE",134,54,40.2985074626866
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P013,"[E2004P013] PSICOLOGIA DELL'ARTE",61,25,40.9836065573771
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P009,"[E2004P009] PSICOLINGUISTICA",109,94,86.2385321100917
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P019,"[E2004P019] COMUNICAZIONE AUDIOVISIVA",2,2,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P024,"[E2004P024] PUBBLICITA'",39,39,100.0
E2004P,"[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE",2017,E2004P041,"[E2004P041] MALATTIA, SCIENZA, SOCIETA': UN PERCORSO FRA CINEMA E STORIA",2,2,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2015,E2401P013,"[E2401P013] PSICOLOGIA DINAMICA",1,1,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,A5810070,"[A5810070] MEDICINA LEGALE",1,0,0.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P008,"[E2401P008] PSICOLOGIA FISIOLOGICA",1,0,0.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P103,"[E2401P103] PSICOPATOLOGIA GENERALE",2,1,50.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2004P013,"[E2004P013] PSICOLOGIA DELL'ARTE",9,5,55.5555555555556
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P040,"[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA",150,141,94.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P039,"[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA",160,158,98.75
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P029,"[E2401P029] TECNICHE DEL COLLOQUIO",1,1,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P038,"[E2401P038] LABORATORIO: METODI E TECNICHE DELLA VALUTAZIONE E DELLA PROMOZIONE DEL BENESSERE NELL'AMBITO ORGANIZZATIVO, SCOLASTICO E DELLA SALUTE",40,40,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2016,E2401P049,"[E2401P049] LABORATORIO: METODI DI ANALISI DEL FAMILY LIFE SPACE",45,45,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,A5810070,"[A5810070] MEDICINA LEGALE",1,0,0.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P013,"[E2401P013] PSICOLOGIA DINAMICA",487,287,58.9322381930185
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P008,"[E2401P008] PSICOLOGIA FISIOLOGICA",439,292,66.5148063781321
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2004P013,"[E2004P013] PSICOLOGIA DELL'ARTE",78,54,69.2307692307692
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P029,"[E2401P029] TECNICHE DEL COLLOQUIO",139,108,77.6978417266187
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P103,"[E2401P103] PSICOPATOLOGIA GENERALE",406,351,86.4532019704433
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P039,"[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA",111,109,98.1981981981982
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P038,"[E2401P038] LABORATORIO: METODI E TECNICHE DELLA VALUTAZIONE E DELLA PROMOZIONE DEL BENESSERE NELL'AMBITO ORGANIZZATIVO, SCOLASTICO E DELLA SALUTE",97,97,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P040,"[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA",101,101,100.0
E2401P,"[E2401P] SCIENZE E TECNICHE PSICOLOGICHE",2017,E2401P049,"[E2401P049] LABORATORIO: METODI DI ANALISI DEL FAMILY LIFE SPACE",110,110,100.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2016,E2701Q001,"[E2701Q001] MATEMATICA I",6,0,0.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2016,E2701Q041,"[E2701Q041] LABORATORIO DI CHIMICA ORGANICA",1,0,0.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2016,E2702Q043,"[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA",1,0,0.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q036,"[E2701Q036] FISICA I CON LABORATORIO",100,27,27.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q046,"[E2701Q046] STRUTTURA DELLA MATERIA II",31,10,32.258064516129
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E0201Q055,"[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO",3,1,33.3333333333333
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q045,"[E2701Q045] FISICA DEI MATERIALI CON LABORATORIO",47,16,34.0425531914894
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q037,"[E2701Q037] FISICA II",37,13,35.1351351351351
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q034,"[E2701Q034] CHIMICA GENERALE E INORGANICA CON LABORATORIO",132,50,37.8787878787879
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q002,"[E2701Q002] MATEMATICA II",60,24,40.0
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q001,"[E2701Q001] MATEMATICA I",77,38,49.3506493506493
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2701Q041,"[E2701Q041] LABORATORIO DI CHIMICA ORGANICA",49,35,71.4285714285714
E2701Q,"[E2701Q] SCIENZA DEI MATERIALI",2017,E2702Q043,"[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA",6,5,83.3333333333333
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2016,E2702Q004,"[E2702Q004] FISICA II",1,0,0.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2016,E2702Q097,"[E2702Q097] CHIMICA FISICA III E LABORATORIO",1,1,100.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2016,E2702Q099,"[E2702Q099] CHIMICA FISICA APPLICATA",1,1,100.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q089,"[E2702Q089] CHIMICA FISICA II E LABORATORIO",121,38,31.404958677686
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q106,"[E2702Q106] ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE",20,8,40.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q082,"[E2702Q082] CHIMICA GENERALE E LABORATORIO",150,64,42.6666666666667
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q009,"[E2702Q009] CHIMICA FISICA I",134,61,45.5223880597015
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q092,"[E2702Q092] CHIMICA INORGANICA I E LABORATORIO",84,40,47.6190476190476
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E3401Q017,"[E3401Q017] GEOCHIMICA",2,1,50.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q045,"[E2702Q045] ELEMENTI DI BIOCHIMICA",73,40,54.7945205479452
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q004,"[E2702Q004] FISICA II",75,51,68.0
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q099,"[E2702Q099] CHIMICA FISICA APPLICATA",62,45,72.5806451612903
E2702Q,"[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE",2017,E2702Q097,"[E2702Q097] CHIMICA FISICA III E LABORATORIO",67,49,73.134328358209
E3001Q,"[E3001Q] FISICA",2017,E1803M051,"[E1803M051] MATEMATICA PER LA FINANZA",1,0,0.0
E3001Q,"[E3001Q] FISICA",2017,E1803M054,"[E1803M054] ECONOMIA DEL SETTORE FINANZIARIO",1,0,0.0
E3001Q,"[E3001Q] FISICA",2017,E2701Q035,"[E2701Q035] CHIMICA ORGANICA",1,0,0.0
E3001Q,"[E3001Q] FISICA",2017,E3002Q029,"[E3002Q029] INTERAZIONE LUCE MATERIA",5,1,20.0
E3001Q,"[E3001Q] FISICA",2017,E3401Q051,"[E3401Q051] GEOFISICA",16,4,25.0
E3001Q,"[E3001Q] FISICA",2017,E4101B017,"[E4101B017] ECONOMETRIA",4,1,25.0
E3001Q,"[E3001Q] FISICA",2017,E3001Q055,"[E3001Q055] ELEMENTI DI FISICA TEORICA",38,13,34.2105263157895
E3001Q,"[E3001Q] FISICA",2017,E3001Q038,"[E3001Q038] CHIMICA",270,115,42.5925925925926
E3001Q,"[E3001Q] FISICA",2017,E3001Q054,"[E3001Q054] ELEMENTI DI ASTROFISICA",68,29,42.6470588235294
E3001Q,"[E3001Q] FISICA",2017,E3001Q046,"[E3001Q046] MECCANICA QUANTISTICA",126,56,44.4444444444444
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2016,E0201Q054,"[E0201Q054] FARMACOLOGIA",2,0,0.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2016,E1301Q069,"[E1301Q069] FARMACOLOGIA",1,0,0.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2016,E3002Q002,"[E3002Q002] ISTITUZIONI DI MATEMATICA II",1,0,0.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2016,E1301Q063,"[E1301Q063] BOTANICA",1,1,100.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2016,E3002Q027,"[E3002Q027] CHIMICA",1,1,100.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E2004P004,"[E2004P004] PSICOLOGIA GENERALE PER LA COMUNICAZIONE",3,0,0.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E2401P109,"[E2401P109] PERCEZIONE E ATTENZIONE",2,0,0.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E3002Q006,"[E3002Q006] FISICA I",77,6,7.79220779220779
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E3002Q032,"[E3002Q032] ANATOMIA E ISTOLOGIA UMANA E OCULARE",127,25,19.6850393700787
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E3002Q033,"[E3002Q033] OTTICA GEOMETRICA E OFTALMICA CON LABORATORIO",116,25,21.551724137931
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E1301Q069,"[E1301Q069] FARMACOLOGIA",14,7,50.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E3002Q002,"[E3002Q002] ISTITUZIONI DI MATEMATICA II",69,40,57.9710144927536
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E0201Q054,"[E0201Q054] FARMACOLOGIA",15,9,60.0
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E3002Q027,"[E3002Q027] CHIMICA",33,21,63.6363636363636
E3002Q,"[E3002Q] OTTICA E OPTOMETRIA",2017,E1301Q063,"[E1301Q063] BOTANICA",1,1,100.0
E3101Q,"[E3101Q] INFORMATICA",2017,E3501Q004,"[E3501Q004] GEOMETRIA I",2,0,0.0
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q101,"[E3101Q101] COMPLEMENTI DI MATEMATICA",405,74,18.2716049382716
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q104,"[E3101Q104] ARCHITETTURA DEGLI ELABORATORI",555,105,18.9189189189189
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q114,"[E3101Q114] ROBOTICA E AUTOMAZIONE",14,5,35.7142857142857
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q129,"[E3101Q129] METODI ALGEBRICI PER L'INFORMATICA",80,35,43.75
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q103,"[E3101Q103] BASI DI DATI",507,233,45.956607495069
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q124,"[E3101Q124] SISTEMI EMBEDDED",28,13,46.4285714285714
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q122,"[E3101Q122] PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA",85,40,47.0588235294118
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q131,"[E3101Q131] METODI INFORMATICI PER LA GESTIONE AZIENDALE",59,29,49.1525423728814
E3101Q,"[E3101Q] INFORMATICA",2017,E3101Q100,"[E3101Q100] ANALISI MATEMATICA",304,151,49.6710526315789
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2016,E3201Q001,"[E3201Q001] MATEMATICA I",7,0,0.0
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2016,E3201Q040,"[E3201Q040] MATEMATICA II",1,0,0.0
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2016,E3201Q106,"[E3201Q106] CHIMICA ANALITICA",1,0,0.0
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E1301Q068,"[E1301Q068] FISIOLOGIA DEI SISTEMI",1,0,0.0
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q001,"[E3201Q001] MATEMATICA I",116,25,21.551724137931
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q073,"[E3201Q073] FISICA APPLICATA",42,11,26.1904761904762
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q092,"[E3201Q092] CHIMICA FISICA",69,23,33.3333333333333
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q067,"[E3201Q067] CHIMICA GENERALE ED INORGANICA",111,38,34.2342342342342
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q106,"[E3201Q106] CHIMICA ANALITICA",72,26,36.1111111111111
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E0201Q068,"[E0201Q068] GENETICA",5,2,40.0
E3201Q,"[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE",2017,E3201Q040,"[E3201Q040] MATEMATICA II",77,37,48.0519480519481
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2016,E1501N065,"[E1501N065] ECONOMIA CULTURALE E AMBIENTALE",1,0,0.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E1501N051,"[E1501N051] GEOGRAFIA DEL TURISMO",1,0,0.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E4101B018,"[E4101B018] ECONOMIA DEI MERCATI MONETARI E FINANZIARI",2,0,0.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E4102B066,"[E4102B066] DEMOGRAFIA",2,0,0.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E3301M131,"[E3301M131] METODI MATEMATICI",299,87,29.0969899665552
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E3301M192,"[E3301M192] STATISTICA",289,115,39.7923875432526
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E3301M140,"[E3301M140] DIRITTO DEI TRASPORTI",5,2,40.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E3301M128,"[E3301M128] MATEMATICA GENERALE I",414,190,45.8937198067633
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E3301M159,"[E3301M159] STATISTICA PER L'AZIENDA",107,53,49.5327102803738
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E1801M050,"[E1801M050] LINGUA - FRANCESE",2,1,50.0
E3301M,"[E3301M] ECONOMIA E COMMERCIO",2017,E1501N065,"[E1501N065] ECONOMIA CULTURALE E AMBIENTALE",1,1,100.0
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2016,E3401Q006,"[E3401Q006] PALEONTOLOGIA",1,0,0.0
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2016,E1501N082,"[E1501N082] ARCHEOLOGIA",1,1,100.0
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2016,E3401Q036,"[E3401Q036] RILEVAMENTO GEOLOGICO",1,1,100.0
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3201Q072,"[E3201Q072] PRINCIPI DI DIRITTO AMBIENTALE",2,0,0.0
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q055,"[E3401Q055] GEOLOGIA STRUTTURALE",49,1,2.04081632653061
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q038,"[E3401Q038] INFORMATICA PER LE SCIENZE DELLA TERRA",81,12,14.8148148148148
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q051,"[E3401Q051] GEOFISICA",96,23,23.9583333333333
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q036,"[E3401Q036] RILEVAMENTO GEOLOGICO",91,22,24.1758241758242
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q004,"[E3401Q004] CHIMICA GENERALE E INORGANICA",171,48,28.0701754385965
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q001,"[E3401Q001] MATEMATICA",188,61,32.4468085106383
E3401Q,"[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE",2017,E3401Q006,"[E3401Q006] PALEONTOLOGIA",79,61,77.2151898734177
E3501Q,"[E3501Q] MATEMATICA",2016,E3501Q008,"[E3501Q008] ANALISI MATEMATICA II",3,0,0.0
E3501Q,"[E3501Q] MATEMATICA",2016,E3501Q011,"[E3501Q011] GEOMETRIA II",2,0,0.0
E3501Q,"[E3501Q] MATEMATICA",2016,E3501Q064,"[E3501Q064] CALCOLO NUMERICO",1,0,0.0
E3501Q,"[E3501Q] MATEMATICA",2016,E3501Q053,"[E3501Q053] TEORIA DELLA MISURA",2,1,50.0
E3501Q,"[E3501Q] MATEMATICA",2017,E3001Q038,"[E3001Q038] CHIMICA",1,0,0.0
E3501Q,"[E3501Q] MATEMATICA",2017,E3301M159,"[E3301M159] STATISTICA PER L'AZIENDA",3,0,0.0
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q003,"[E3501Q003] ALGEBRA I",117,23,19.6581196581197
E3501Q,"[E3501Q] MATEMATICA",2017,E3001Q054,"[E3001Q054] ELEMENTI DI ASTROFISICA",5,1,20.0
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q056,"[E3501Q056] ANALISI III",23,8,34.7826086956522
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q023,"[E3501Q023] FISICA II",70,26,37.1428571428571
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q064,"[E3501Q064] CALCOLO NUMERICO",38,18,47.3684210526316
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q008,"[E3501Q008] ANALISI MATEMATICA II",29,20,68.9655172413793
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q053,"[E3501Q053] TEORIA DELLA MISURA",35,26,74.2857142857143
E3501Q,"[E3501Q] MATEMATICA",2017,E3501Q011,"[E3501Q011] GEOMETRIA II",27,25,92.5925925925926
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N028,"[E3901N028] PSICOLOGIA DELLO SVILUPPO",1,0,0.0
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N003,"[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO",34,13,38.2352941176471
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N030,"[E3901N030] SOCIOLOGIA DELLA DEVIANZA",32,20,62.5
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N012,"[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA",5,4,80.0
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N004,"[E3901N004] PSICOLOGIA SOCIALE II",34,30,88.2352941176471
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N013,"[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE",62,55,88.7096774193548
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N018,"[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI",35,33,94.2857142857143
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N037,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE",38,37,97.3684210526316
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N005,"[E3901N005] ECONOMIA POLITICA",54,54,100.0
E3901N,"[E3901N] SERVIZIO SOCIALE",2016,E3901N007,"[E3901N007] FILOSOFIA POLITICA",27,27,100.0
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N028,"[E3901N028] PSICOLOGIA DELLO SVILUPPO",191,61,31.9371727748691
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N003,"[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO",145,56,38.6206896551724
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N013,"[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE",39,28,71.7948717948718
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N004,"[E3901N004] PSICOLOGIA SOCIALE II",73,53,72.6027397260274
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N030,"[E3901N030] SOCIOLOGIA DELLA DEVIANZA",80,60,75.0
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N012,"[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA",49,40,81.6326530612245
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N037,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE",34,29,85.2941176470588
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N007,"[E3901N007] FILOSOFIA POLITICA",45,42,93.3333333333333
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N018,"[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI",43,41,95.3488372093023
E3901N,"[E3901N] SERVIZIO SOCIALE",2017,E3901N005,"[E3901N005] ECONOMIA POLITICA",33,33,100.0
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N047,"[E4001N047] SOCIOLOGIA 2",58,0,0.0
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N055,"[E4001N055] LA COMUNICAZIONE: PRODUZIONE E CONSUMO",1,0,0.0
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N053,"[E4001N053] ORGANIZZAZIONE E LAVORO",61,34,55.7377049180328
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N059,"[E4001N059] SOCIOLOGIA DELLO SVILUPPO",16,9,56.25
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N014,"[E4001N014] PSICOLOGIA SOCIALE",132,97,73.4848484848485
E4001N,"[E4001N] SOCIOLOGIA",2016,A5810055,"[A5810055] DIRITTO DI FAMIGLIA",4,3,75.0
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N051,"[E4001N051] ANTROPOLOGIA",102,77,75.4901960784314
E4001N,"[E4001N] SOCIOLOGIA",2016,E4001N056,"[E4001N056] NUOVI SOGGETTI URBANI",67,59,88.0597014925373
E4001N,"[E4001N] SOCIOLOGIA",2016,E1501N009,"[E1501N009] SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO",1,1,100.0
E4001N,"[E4001N] SOCIOLOGIA",2016,E3901N030,"[E3901N030] SOCIOLOGIA DELLA DEVIANZA",1,1,100.0
E4001N,"[E4001N] SOCIOLOGIA",2017,E4001N047,"[E4001N047] SOCIOLOGIA 2",256,118,46.09375
E4001N,"[E4001N] SOCIOLOGIA",2017,E4001N059,"[E4001N059] SOCIOLOGIA DELLO SVILUPPO",30,16,53.3333333333333
E4001N,"[E4001N] SOCIOLOGIA",2017,E4001N053,"[E4001N053] ORGANIZZAZIONE E LAVORO",153,87,56.8627450980392
E4001N,"[E4001N] SOCIOLOGIA",2017,E4001N051,"[E4001N051] ANTROPOLOGIA",95,63,66.3157894736842
E4001N,"[E4001N] SOCIOLOGIA",2017,E4001N056,"[E4001N056] NUOVI SOGGETTI URBANI",38,26,68.4210526315789
