cdscod;cds;studente;avg_voto;num_esami;max;min;diff_day;diff_day_norm;avg_voto_norm;num_esami_norm;studente;ratio
581;[581] GIURISPRUDENZA;5434AEA7E54091671877510D1EF7F6733BE94FED;28;10;21/06/2017;28/11/2016;205;0,441810345;0,933333333;0,37037037;5434AEA7E54091671877510D1EF7F6733BE94FED;0,570035121
E4102B;[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI;3249F48758414922BE244DE0A6FB4563157F6559;28,16666667;14;13/11/2017;02/02/2017;284;0,612068966;0,938888889;0,518518519;3249F48758414922BE244DE0A6FB4563157F6559;0,570019157
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;382BED259C1C7F41B1B9A06A27107DA600E366FA;28,66666667;7;14/06/2017;31/01/2017;134;0,288793103;0,955555556;0,259259259;382BED259C1C7F41B1B9A06A27107DA600E366FA;0,569971264
H4101D;[H4101D] MEDICINA E CHIRURGIA;D3C46BDBD144FA823A276716ED4F489433BF0616;28,83333333;10;08/09/2017;11/01/2017;240;0,517241379;0,961111111;0,37037037;D3C46BDBD144FA823A276716ED4F489433BF0616;0,5699553
E0201Q;[E0201Q] BIOTECNOLOGIE;9095B53146FBDD23E113C3F11BDD2FF09A43725B;29,28571429;7;30/06/2017;10/01/2017;171;0,368534483;0,976190476;0,259259259;9095B53146FBDD23E113C3F11BDD2FF09A43725B;0,569951879
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;C4CB8DB44AB06631C60C0FB7053DE6FEC62E5B46;25,66666667;13;25/07/2017;16/01/2017;190;0,409482759;0,855555556;0,481481481;C4CB8DB44AB06631C60C0FB7053DE6FEC62E5B46;0,569939336
E3301M;[E3301M] ECONOMIA E COMMERCIO;0139AC25A3A161F426D7424638CC4AD288A786FA;28,33333333;8;30/06/2017;23/01/2017;158;0,340517241;0,944444444;0,296296296;0139AC25A3A161F426D7424638CC4AD288A786FA;0,569923372
F0101R;[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE;25D42A84325948485DB73611399CA5D7C50FCEF0;30;8;20/09/2017;18/01/2017;245;0,528017241;1;0,296296296;25D42A84325948485DB73611399CA5D7C50FCEF0;0,569923372
581;[581] GIURISPRUDENZA;6B7031DB56236EEBC29F97F45E82FEF1C96BF204;29,2;7;10/07/2017;25/01/2017;166;0,357758621;0,973333333;0,259259259;6B7031DB56236EEBC29F97F45E82FEF1C96BF204;0,569920179
E3101Q;[E3101Q] INFORMATICA;0F46E564647F172A7F61C16CC77C34FB5C00BA5F;27,25;10;17/07/2017;24/01/2017;174;0,375;0,908333333;0,37037037;0F46E564647F172A7F61C16CC77C34FB5C00BA5F;0,569907407
F9201P;[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE;0D015DC878D6958A497B287811C64D4859D64440;29,4;7;21/07/2017;24/01/2017;178;0,38362069;0,98;0,259259259;0D015DC878D6958A497B287811C64D4859D64440;0,569901022
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;265B52B1BB976882CABC2782C280B75E0718F607;29,5;8;23/06/2017;16/11/2016;219;0,471982759;0,983333333;0,296296296;265B52B1BB976882CABC2782C280B75E0718F607;0,569891443
F5104P;[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;EB17233B1304EB27196DDFAF921CC739DBED9B4B;28,71428571;8;07/07/2017;10/01/2017;178;0,38362069;0,957142857;0,296296296;EB17233B1304EB27196DDFAF921CC739DBED9B4B;0,569886882
E0201Q;[E0201Q] BIOTECNOLOGIE;4925F653AE1692E8EABE575FB168FED55A0C2970;28,75;8;12/07/2017;13/01/2017;180;0,387931034;0,958333333;0,296296296;4925F653AE1692E8EABE575FB168FED55A0C2970;0,56984355
E1401A;[E1401A] SCIENZE DEI SERVIZI GIURIDICI;132A9DD54AA830C84B9CFFDE18C7826F46DFEB3E;29,42857143;7;29/05/2017;30/11/2016;180;0,387931034;0,980952381;0,259259259;132A9DD54AA830C84B9CFFDE18C7826F46DFEB3E;0,569818464
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;E3770DF2FE0976EE9EA846C2CAD26A63C42D325A;29,14285714;7;14/07/2017;01/02/2017;163;0,351293103;0,971428571;0,259259259;E3770DF2FE0976EE9EA846C2CAD26A63C42D325A;0,56980592
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;4A40AEE197F0F8CCF913DAFD3905AEE494780E9A;26,28571429;11;17/07/2017;03/02/2017;164;0,353448276;0,876190476;0,407407407;4A40AEE197F0F8CCF913DAFD3905AEE494780E9A;0,569800219
E3501Q;[E3501Q] MATEMATICA;C6D169AF6C3195B2D5E05C5A42FDCD81CB25242A;28,85714286;7;20/07/2017;24/02/2017;146;0,314655172;0,961904762;0,259259259;C6D169AF6C3195B2D5E05C5A42FDCD81CB25242A;0,569793377
F7601M;[F7601M] ECONOMIA DEL TURISMO;D7F3E2BA644387E249A81D41BE761864E7C95F38;26,6;11;20/07/2017;25/01/2017;176;0,379310345;0,886666667;0,407407407;D7F3E2BA644387E249A81D41BE761864E7C95F38;0,569770115
581;[581] GIURISPRUDENZA;FD85DCDBEA1ED9AF87ADAD41A511BC801AF9EF82;29,14285714;13;28/11/2017;30/01/2017;302;0,650862069;0,971428571;0,481481481;FD85DCDBEA1ED9AF87ADAD41A511BC801AF9EF82;0,56976601
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;188B0CAACED01E331CF5AE6241C96C38D5FA4D1B;27,375;9;22/06/2017;25/01/2017;148;0,318965517;0,9125;0,333333333;188B0CAACED01E331CF5AE6241C96C38D5FA4D1B;0,569755747
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;65CB0491530C742CB4B6E891E4AD701DE6730A72;28;9;13/07/2017;17/01/2017;177;0,381465517;0,933333333;0,333333333;65CB0491530C742CB4B6E891E4AD701DE6730A72;0,569755747
E0201Q;[E0201Q] BIOTECNOLOGIE;41246843CF8B5B3772E89902AC255267B1508576;28,57142857;8;30/06/2017;10/01/2017;171;0,368534483;0,952380952;0,296296296;41246843CF8B5B3772E89902AC255267B1508576;0,569740923
F5401Q;[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE;67566503DAA57502D6B442F3E2C8D156078A8D3D;29,625;8;28/09/2017;14/02/2017;226;0,487068966;0,9875;0,296296296;67566503DAA57502D6B442F3E2C8D156078A8D3D;0,569739783
F9201P;[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE;7B6A41B01C6249EF4E674211495032DF13F96D88;29,33333333;9;20/09/2017;24/01/2017;239;0,515086207;0,977777778;0,333333333;7B6A41B01C6249EF4E674211495032DF13F96D88;0,569707854
F7601M;[F7601M] ECONOMIA DEL TURISMO;5B178872835A92AC31DB6A63F20342E8A8EBECB5;27,33333333;10;20/07/2017;23/01/2017;178;0,38362069;0,911111111;0,37037037;5B178872835A92AC31DB6A63F20342E8A8EBECB5;0,569699872
E3401Q;[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE;9AF28C3F1984E9D351B71C32519F11ADB7FEDE83;29,625;11;27/10/2017;09/01/2017;291;0,627155172;0,9875;0,407407407;9AF28C3F1984E9D351B71C32519F11ADB7FEDE83;0,569699872
I0301D;[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE);746C8FF400E3A03D25978E4356828F7D67C5F931;28,33333333;11;29/09/2017;30/01/2017;242;0,521551724;0,944444444;0,407407407;746C8FF400E3A03D25978E4356828F7D67C5F931;0,569683908
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;8060591C5CDE23BF1CB78BEBFD60F8A429A70AFD;28,33333333;11;23/09/2017;24/01/2017;242;0,521551724;0,944444444;0,407407407;8060591C5CDE23BF1CB78BEBFD60F8A429A70AFD;0,569683908
E2001R;[E2001R] COMUNICAZIONE INTERCULTURALE;E1594E2BBC2A8D7BB292E87072A261ECE5464C68;28,625;8;04/07/2017;11/01/2017;174;0,375;0,954166667;0,296296296;E1594E2BBC2A8D7BB292E87072A261ECE5464C68;0,569675926
E0201Q;[E0201Q] BIOTECNOLOGIE;E26EA9F1E9C3A114D367B62A242A1479F0252C21;28,625;10;26/10/2017;08/03/2017;232;0,5;0,954166667;0,37037037;E26EA9F1E9C3A114D367B62A242A1479F0252C21;0,569675926
F1801Q;[F1801Q] INFORMATICA;117E6929713D364B37219258B1385232D68C0238;27,85714286;11;19/09/2017;07/02/2017;224;0,482758621;0,928571429;0,407407407;117E6929713D364B37219258B1385232D68C0238;0,569649699
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;B4E7CC4A913B351F773FF0BA4E48B7015BC744C0;26,875;10;03/07/2017;25/01/2017;159;0,342672414;0,895833333;0,37037037;B4E7CC4A913B351F773FF0BA4E48B7015BC744C0;0,569643997
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;EBD3E480DDC89C07BD0DF7C3134151C2AEC3B00C;27,16666667;8;22/09/2017;16/06/2017;98;0,211206897;0,905555556;0,296296296;EBD3E480DDC89C07BD0DF7C3134151C2AEC3B00C;0,569636015
F5701R;[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE;EDFF265C9483B9B4883B3F5E8D2164DF378C09C1;28;12;18/09/2017;12/01/2017;249;0,536637931;0,933333333;0,444444444;EDFF265C9483B9B4883B3F5E8D2164DF378C09C1;0,569636015
F7701M;[F7701M] SCIENZE ECONOMICO-AZIENDALI;3B83F26BE09B67A905510F2093FC7643AA441BE4;28,25;11;28/09/2017;01/02/2017;239;0,515086207;0,941666667;0,407407407;3B83F26BE09B67A905510F2093FC7643AA441BE4;0,569612069
F5602M;[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;449ED632640A13EC322F9361D279F36D11D9EF10;29,5;7;27/07/2017;23/01/2017;185;0,398706897;0,983333333;0,259259259;449ED632640A13EC322F9361D279F36D11D9EF10;0,569612069
F1801Q;[F1801Q] INFORMATICA;AFCBD717EB473860D385257912B7D2318A73D71D;28,33333333;10;15/09/2017;07/02/2017;220;0,474137931;0,944444444;0,37037037;AFCBD717EB473860D385257912B7D2318A73D71D;0,569604087
E0201Q;[E0201Q] BIOTECNOLOGIE;E3687F68AF10526148DFDD849012ED5E88584667;28,71428571;8;17/07/2017;19/01/2017;179;0,385775862;0,957142857;0,296296296;E3687F68AF10526148DFDD849012ED5E88584667;0,569567597
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;E2E2C8BEEF731F61D9F33041011DB9E03EECA793;28,85714286;10;23/09/2017;24/01/2017;242;0,521551724;0,961904762;0,37037037;E2E2C8BEEF731F61D9F33041011DB9E03EECA793;0,569553914
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;8E4E628E765D49CC03114DB0E24B972191252586;29;10;21/09/2017;16/01/2017;248;0,534482759;0,966666667;0,37037037;8E4E628E765D49CC03114DB0E24B972191252586;0,56954023
H4101D;[H4101D] MEDICINA E CHIRURGIA;CB30D571671584D4E2A2E239FEFDF3B5CAF3CBEE;27,75;9;18/07/2017;02/02/2017;166;0,357758621;0,925;0,333333333;CB30D571671584D4E2A2E239FEFDF3B5CAF3CBEE;0,56954023
F7501Q;[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO;DFE7A776EFED327FBDE08FB85B61AD07A51D0460;29,625;9;28/09/2017;18/01/2017;253;0,545258621;0,9875;0,333333333;DFE7A776EFED327FBDE08FB85B61AD07A51D0460;0,56954023
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;FB936008C2BAD598185D840EDCB9F46DE68167D3;29;10;29/09/2017;24/01/2017;248;0,534482759;0,966666667;0,37037037;FB936008C2BAD598185D840EDCB9F46DE68167D3;0,56954023
H4101D;[H4101D] MEDICINA E CHIRURGIA;FC7F729C62683402649E76BEB23CDE8473C91420;29;9;07/09/2017;26/01/2017;224;0,482758621;0,966666667;0,333333333;FC7F729C62683402649E76BEB23CDE8473C91420;0,56954023
H4101D;[H4101D] MEDICINA E CHIRURGIA;4F6EC34B6FD2193186A42D57783BC2EE3A9557FF;28,66666667;11;25/09/2017;13/01/2017;255;0,549568966;0,955555556;0,407407407;4F6EC34B6FD2193186A42D57783BC2EE3A9557FF;0,569532248
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;65DCC112AE0A5C268262E5B9E0D0085A2D3C3E81;28,85714286;7;27/06/2017;31/01/2017;147;0,316810345;0,961904762;0,259259259;65DCC112AE0A5C268262E5B9E0D0085A2D3C3E81;0,569514003
H4101D;[H4101D] MEDICINA E CHIRURGIA;9AFF669E54EFDD352CB7D6AC9B42BE693B7282BD;28,5;8;13/07/2017;26/01/2017;168;0,362068966;0,95;0,296296296;9AFF669E54EFDD352CB7D6AC9B42BE693B7282BD;0,569508301
I0102D;[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);DCFBED22771A2A2C72828F6206C87748A680B27F;28,375;11;12/09/2017;11/01/2017;244;0,525862069;0,945833333;0,407407407;DCFBED22771A2A2C72828F6206C87748A680B27F;0,569500319
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;9D952226C15A5236AFDEEEE54E67633F3EF62528;28,25;8;29/06/2017;25/01/2017;155;0,334051724;0,941666667;0,296296296;9D952226C15A5236AFDEEEE54E67633F3EF62528;0,569492337
E0201Q;[E0201Q] BIOTECNOLOGIE;002A20F818BF1FAC1598A9BC251CB53A03D92AF3;28;8;30/06/2017;08/02/2017;142;0,306034483;0,933333333;0,296296296;002A20F818BF1FAC1598A9BC251CB53A03D92AF3;0,569476373
F8501R;[F8501R] SCIENZE PEDAGOGICHE;933F0F3868ABF3618CFC311A0D978018B635480D;29,85714286;8;13/09/2017;17/01/2017;239;0,515086207;0,995238095;0,296296296;933F0F3868ABF3618CFC311A0D978018B635480D;0,569458128
E3901N;[E3901N] SERVIZIO SOCIALE;77A5CABC96A988BD89E1AB2B3509D036D8BB94E0;28,71428571;9;19/07/2017;20/12/2016;211;0,454741379;0,957142857;0,333333333;77A5CABC96A988BD89E1AB2B3509D036D8BB94E0;0,569447865
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F3393E90119AEA11CD09214C8359ECB32AC3B50F;27,33333333;9;11/07/2017;14/02/2017;147;0,316810345;0,911111111;0,333333333;F3393E90119AEA11CD09214C8359ECB32AC3B50F;0,569420498
F5103P;[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;AD6AA571DC342FD2DD758C30C35CD89544BA692C;28,66666667;8;19/07/2017;23/01/2017;177;0,381465517;0,955555556;0,296296296;AD6AA571DC342FD2DD758C30C35CD89544BA692C;0,569412516
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;2B2A714843B838D1159EF494E32B5982961E5CEB;28,8;10;20/09/2017;23/01/2017;240;0,517241379;0,96;0,37037037;2B2A714843B838D1159EF494E32B5982961E5CEB;0,569399745
F7401Q;[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE;992E2E69631DD97529C3135AF4BDE0BA162BABBA;28,83333333;7;24/07/2017;28/02/2017;146;0,314655172;0,961111111;0,259259259;992E2E69631DD97529C3135AF4BDE0BA162BABBA;0,569396552
E2004P;[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;034377BCB2FD7B77AEAE409D5F900B337FC4B34B;29,28571429;7;11/07/2017;19/01/2017;173;0,372844828;0,976190476;0,259259259;034377BCB2FD7B77AEAE409D5F900B337FC4B34B;0,569393131
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;89BF682A739CB94E9ED551EE0E98C3C51D1D6CB6;29;7;28/06/2017;23/01/2017;156;0,336206897;0,966666667;0,259259259;89BF682A739CB94E9ED551EE0E98C3C51D1D6CB6;0,569380587
I0101D;[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);4B6231F2F623596C31DD3E660644A4C5ADDBBB52;27,625;13;22/09/2017;11/01/2017;254;0,547413793;0,920833333;0,481481481;4B6231F2F623596C31DD3E660644A4C5ADDBBB52;0,569372605
H4101D;[H4101D] MEDICINA E CHIRURGIA;840F312CC8C490BB1598B5629D0D0F913BCFC2DD;28,75;10;21/09/2017;26/01/2017;238;0,512931034;0,958333333;0,37037037;840F312CC8C490BB1598B5629D0D0F913BCFC2DD;0,569364623
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;2FA6BF5BE39961DDE5CE297E392067C04AFB5692;26;16;03/10/2017;25/01/2017;251;0,540948276;0,866666667;0,592592593;2FA6BF5BE39961DDE5CE297E392067C04AFB5692;0,569348659
F5103P;[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;83320100AF27C67BC45D278CE83317287EC7C06C;29,4;7;10/07/2017;11/01/2017;180;0,387931034;0,98;0,259259259;83320100AF27C67BC45D278CE83317287EC7C06C;0,569342273
E3401Q;[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE;5C42D2FC558D4665B92277876E1C9A65EA67147C;27;10;21/07/2017;06/02/2017;165;0,355603448;0,9;0,37037037;5C42D2FC558D4665B92277876E1C9A65EA67147C;0,569332695
F5101P;[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;748D435E714F1D3723F695A1CC30E0EED0FB1E52;29,66666667;7;03/07/2017;19/12/2016;196;0,422413793;0,988888889;0,259259259;748D435E714F1D3723F695A1CC30E0EED0FB1E52;0,569316731
H4101D;[H4101D] MEDICINA E CHIRURGIA;4D8C502A4A1163F4A6CC90005A110DF951E7F481;29,75;7;12/09/2017;23/02/2017;201;0,433189655;0,991666667;0,259259259;4D8C502A4A1163F4A6CC90005A110DF951E7F481;0,569308748
F5602M;[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE;1191E3EB37B07C403F070DE81DB87366C91F2B84;27,75;12;22/09/2017;24/01/2017;241;0,519396552;0,925;0,444444444;1191E3EB37B07C403F070DE81DB87366C91F2B84;0,569300766
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;2BE839C7DA88EE90E979723ABD6A1472A2A286A8;30;8;25/05/2017;20/09/2016;247;0,532327586;1;0,296296296;2BE839C7DA88EE90E979723ABD6A1472A2A286A8;0,569284802
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;827481BD80B4846D3EEA89222EA4858EF5C39B89;28,33333333;8;19/06/2017;10/01/2017;160;0,344827586;0,944444444;0,296296296;827481BD80B4846D3EEA89222EA4858EF5C39B89;0,569284802
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;0D4A2216C085A150CBA2876216FEE67D902BBDDB;28,625;10;21/09/2017;31/01/2017;233;0,502155172;0,954166667;0,37037037;0D4A2216C085A150CBA2876216FEE67D902BBDDB;0,56927682
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;69748B8AADEBA7C6962851EE4F990B0773E0197E;28,6;8;25/07/2017;01/02/2017;174;0,375;0,953333333;0,296296296;69748B8AADEBA7C6962851EE4F990B0773E0197E;0,569259259
H4101D;[H4101D] MEDICINA E CHIRURGIA;6158E9C003EE11916A02C9CF1A25B57084ECB7FB;28,25;9;12/09/2017;06/03/2017;190;0,409482759;0,941666667;0,333333333;6158E9C003EE11916A02C9CF1A25B57084ECB7FB;0,569252874
H4101D;[H4101D] MEDICINA E CHIRURGIA;AD2432C3B78D458EA9A603138B5DDE895F9C497C;27,83333333;13;29/09/2017;11/01/2017;261;0,5625;0,927777778;0,481481481;AD2432C3B78D458EA9A603138B5DDE895F9C497C;0,569212963
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;29F57F4F17D97FF75799674216590AAD96AA6868;28,75;8;26/07/2017;25/01/2017;182;0,392241379;0,958333333;0,296296296;29F57F4F17D97FF75799674216590AAD96AA6868;0,569204981
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;617022DEA6BE866CBC88255452482899ECCB7934;28,5;8;14/07/2017;26/01/2017;169;0,364224138;0,95;0,296296296;617022DEA6BE866CBC88255452482899ECCB7934;0,569189017
F5701R;[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE;2F8BBD6DA5D48D8687E9313DAF00CDB0D6A2D360;28,85714286;10;12/09/2017;12/01/2017;243;0,523706897;0,961904762;0,37037037;2F8BBD6DA5D48D8687E9313DAF00CDB0D6A2D360;0,569154808
F0901D;[F0901D] BIOTECNOLOGIE MEDICHE;E4C2055065B334EB37B08776BB82157B6DB2382C;29,42857143;9;28/09/2017;26/01/2017;245;0,528017241;0,980952381;0,333333333;E4C2055065B334EB37B08776BB82157B6DB2382C;0,569139984
H4101D;[H4101D] MEDICINA E CHIRURGIA;CA82AFE38339EF176163F6F1F318A6659246358F;29,14285714;10;25/09/2017;13/01/2017;255;0,549568966;0,971428571;0,37037037;CA82AFE38339EF176163F6F1F318A6659246358F;0,56912744
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;074AD569CD1B1DF4A7802FDAFBE3D1F36A4D52D7;28,8;7;12/06/2017;18/01/2017;145;0,3125;0,96;0,259259259;074AD569CD1B1DF4A7802FDAFBE3D1F36A4D52D7;0,56912037
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;508B0FBFEF5178EA1E3FFD99E602D818A3482D63;28,83333333;7;21/06/2017;25/01/2017;147;0,316810345;0,961111111;0,259259259;508B0FBFEF5178EA1E3FFD99E602D818A3482D63;0,569117178
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;C3C210322742A6A1483A363B8DF8912F9DA5FA80;26,42857143;11;14/07/2017;24/01/2017;171;0,368534483;0,880952381;0,407407407;C3C210322742A6A1483A363B8DF8912F9DA5FA80;0,569108055
E3301M;[E3301M] ECONOMIA E COMMERCIO;39E7FD4F626A925A5D0F8E78C7A62A22D1D2D6E8;29;7;03/07/2017;27/01/2017;157;0,338362069;0,966666667;0,259259259;39E7FD4F626A925A5D0F8E78C7A62A22D1D2D6E8;0,569101213
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;B4957B8BC8B064DE998D2A5A661DE91C5A43C553;29;7;22/06/2017;16/01/2017;157;0,338362069;0,966666667;0,259259259;B4957B8BC8B064DE998D2A5A661DE91C5A43C553;0,569101213
F8501R;[F8501R] SCIENZE PEDAGOGICHE;B68D65DF7145CEA26DF8BE7850893E9FB1FD500C;29;7;13/07/2017;06/02/2017;157;0,338362069;0,966666667;0,259259259;B68D65DF7145CEA26DF8BE7850893E9FB1FD500C;0,569101213
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;63C6C6CC212AF584B4B4506A33E62F6DBDF0EE48;28,66666667;8;10/07/2017;13/01/2017;178;0,38362069;0,955555556;0,296296296;63C6C6CC212AF584B4B4506A33E62F6DBDF0EE48;0,569093231
F9201P;[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE;859AF7B7D1924C3EF3BE44B553E3264E4CED2543;29,16666667;9;14/09/2017;24/01/2017;233;0,502155172;0,972222222;0,333333333;859AF7B7D1924C3EF3BE44B553E3264E4CED2543;0,569085249
F7701M;[F7701M] SCIENZE ECONOMICO-AZIENDALI;8380B9647DEB0FDFC97FDC2F2B1D5CCC4A64CD88;26,33333333;14;21/09/2017;02/02/2017;231;0,497844828;0,877777778;0,518518519;8380B9647DEB0FDFC97FDC2F2B1D5CCC4A64CD88;0,569077267
F5101P;[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;9CAC08A7F6ED64C39A7A0935A180A4CE7D6D3B87;29,25;7;05/06/2017;15/12/2016;172;0,370689655;0,975;0,259259259;9CAC08A7F6ED64C39A7A0935A180A4CE7D6D3B87;0,569077267
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;AC42A1D8591D63F12E924DF3CB3BECAF51D7AD85;26,33333333;14;29/09/2017;10/02/2017;231;0,497844828;0,877777778;0,518518519;AC42A1D8591D63F12E924DF3CB3BECAF51D7AD85;0,569077267
F1701Q;[F1701Q] FISICA;A5ED626A6D0B977A3D70ECFA77236DF174A4AE94;29,83333333;7;10/10/2017;17/03/2017;207;0,44612069;0,994444444;0,259259259;A5ED626A6D0B977A3D70ECFA77236DF174A4AE94;0,569021392
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;0E06663896802FB77BE21C727512402B9BBA2C43;29,33333333;9;18/09/2017;20/01/2017;241;0,519396552;0,977777778;0,333333333;0E06663896802FB77BE21C727512402B9BBA2C43;0,568989464
H4101D;[H4101D] MEDICINA E CHIRURGIA;8076E15647DAA5560402555D02054B353D33736B;27,33333333;14;28/09/2017;10/01/2017;261;0,5625;0,911111111;0,518518519;8076E15647DAA5560402555D02054B353D33736B;0,568981481
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;6EE34F1C4E08D954DF2AE4D63CAA92FB3D1879F3;30;8;21/09/2017;16/01/2017;248;0,534482759;1;0,296296296;6EE34F1C4E08D954DF2AE4D63CAA92FB3D1879F3;0,568965517
E1301Q;[E1301Q] SCIENZE BIOLOGICHE;8DB4335F017E773BB45458F9353CECB70490580D;30;9;25/10/2017;26/01/2017;272;0,586206897;1;0,333333333;8DB4335F017E773BB45458F9353CECB70490580D;0,568965517
F7701M;[F7701M] SCIENZE ECONOMICO-AZIENDALI;92DBF4C4ED7F429BC476B31C349372A571922768;28;11;21/09/2017;02/02/2017;231;0,497844828;0,933333333;0,407407407;92DBF4C4ED7F429BC476B31C349372A571922768;0,568957535
E2702Q;[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE;E0EA25F0D00E0E5B1C5E7187F86773A9B841A855;28,57142857;7;19/06/2017;07/02/2017;132;0,284482759;0,952380952;0,259259259;E0EA25F0D00E0E5B1C5E7187F86773A9B841A855;0,568942711
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;2901C4FF9BC9D78B6FC11C86A43A5866C8A59C7D;27;10;25/07/2017;09/02/2017;166;0,357758621;0,9;0,37037037;2901C4FF9BC9D78B6FC11C86A43A5866C8A59C7D;0,568933589
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;E635EBE2E490FDC9F70008F58AB1AD0892825477;27,83333333;14;19/10/2017;16/01/2017;276;0,594827586;0,927777778;0,518518519;E635EBE2E490FDC9F70008F58AB1AD0892825477;0,568933589
F5701R;[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE;F57DB472343EB9B5F75E729E64EA9C4305FEA2E3;28,71428571;8;12/07/2017;12/01/2017;181;0,390086207;0,957142857;0,296296296;F57DB472343EB9B5F75E729E64EA9C4305FEA2E3;0,568929028
